PROPERTY_ID,ESTIMATED_VALUE,fundamental_price_per_share
-7837809100484191980,855356.0,85535.6
-8361352083332117491,2082610.0,208261.0
135294099725707591,766256.0,76625.6
-4945052883113058212,889545.0,88954.5
8297570658379626976,841962.0,84196.2
6949162536631168125,791496.0,79149.6
-4055931272680486328,1076194.0,107619.4
5609497645833054182,833734.0,83373.4
8036443631498007266,0.0,0.0
-341353186643911318,781767.0,78176.7
-6646035392775747368,1080764.0,108076.4
-5901720086850075090,880190.0,88019.0
-4403997816403041507,1264139.0,126413.9
-55673695019738393,1287100.0,128710.0
-313099665490281113,736326.0,73632.6
7757582603683418794,0.0,0.0
-5501627827874035378,751795.0,75179.5
-114416936061538678,0.0,0.0
-3661879540668058392,837805.0,83780.5
-3906378240614706868,1017298.0,101729.8
-824635498433685176,1020427.0,102042.7
-824587493112848556,1763829.0,176382.9
-608759879130198377,0.0,0.0
-60267135200522211,0.0,0.0
-446926913718393221,0.0,0.0
-5003541606659407371,0.0,0.0
-8752332780861567493,698463.0,69846.3
5802444058496403468,0.0,0.0
-2033651300068785497,0.0,0.0
5128023310583602218,1875705.0,187570.5
224787757838057503,1796457.0,179645.7
2705974796202946662,0.0,0.0
-3324160309439050923,2367136.0,236713.6
2977776347871569303,0.0,0.0
2781742356230900905,0.0,0.0
-3822738556669208514,0.0,0.0
1809725385539225504,3772811.0,377281.1
7978672857367209089,2222585.0,222258.5
-1136118677038826340,758198.0,75819.8
-2602490689619610341,1700534.0,170053.4
-4221098692175306138,0.0,0.0
-7466830744705441941,488284.0,48828.4
7789995738779171935,836252.0,83625.2
8579041226077721046,0.0,0.0
-8802642257737515043,766121.0,76612.1
4259134624277669430,538956.0,53895.6
3717206562810886106,1127611.0,112761.1
4294428010693962517,346192.0,34619.2
8228339569172359859,0.0,0.0
9080743753874940442,535915.0,53591.5
-5087481108866538004,990110.0,99011.0
-3979388678783368895,640415.0,64041.5
-458310245418856122,0.0,0.0
-2786208774772028062,648301.0,64830.1
-4461280330436217543,690316.0,69031.6
-6757919077908757588,856173.0,85617.3
-1424685358194546442,0.0,0.0
-4582465384353998184,988103.0,98810.3
-989112296713644598,749001.0,74900.1
-1665291263764548403,154338.0,15433.8
-1833947709222431080,727121.0,72712.1
-5665047296153588409,195852.0,19585.2
3546204107149393987,0.0,0.0
6322419956916847649,0.0,0.0
5968971848002393893,467383.0,46738.3
-2949324194863225127,851852.0,85185.2
-2368571562217344470,783836.0,78383.6
-5346662302657680575,520234.0,52023.4
-6937319040145154869,641923.0,64192.3
7.778684256690521e+18,0.0,0.0
-3.628169009335898e+18,0.0,0.0
-3835970310642276043,0.0,0.0
8978968879296833360,802358.0,80235.8
-6407006342652315759,766437.0,76643.7
8732956177339388421,753802.0,75380.2
2471845613583761744,793979.0,79397.9
720400407328436552,412989.0,41298.9
7103232493656597648,450559.0,45055.9
2503159892142320413,602583.0,60258.3
-3044448223988100927,758740.0,75874.0
-8600568243419262406,878656.0,87865.6
-2586529358013580634,509996.0,50999.6
4327370446791800143,0.0,0.0
-8256617614982065266,1084675.0,108467.5
-6398996337468423883,879558.0,87955.8
4040466862627806124,648634.0,64863.4
1769848874677507169,927714.0,92771.4
6495418459565287190,822538.0,82253.8
3313334316173063599,1106337.0,110633.7
-2165443904985002088,1051089.0,105108.9
2413378849872714374,811667.0,81166.7
4679258299411936776,807002.0,80700.2
-7832309937019855479,846832.0,84683.2
5228596468931860508,2553733.0,255373.3
3563072788816220061,1306513.0,130651.3
-3723145687485379337,1503352.0,150335.2
-1409872573579433886,1444508.0,144450.8
267844353813583401,1269669.0,126966.9
2302736044604575484,1883909.0,188390.9
-8096073968219706891,1857203.0,185720.3
1820593416213217271,648944.0,64894.4
5914205273479120178,0.0,0.0
-6890791964139039162,1753695.0,175369.5
3509344386949541027,3094679.0,309467.9
2763123718287107494,4101092.0,410109.2
-3019866934739436221,1163614.0,116361.4
-12622108567346543,5738948.0,573894.8
525557275915244423,4811703.0,481170.3
3274469839543747343,2827843.0,282784.3
7906607472753751,3284703.0,328470.3
5301775639191697088,475390.0,47539.0
5301775639191697088,595398.0,59539.8
815459206341453046,1978959.0,197895.9
-3057590336568368448,1901517.0,190151.7
4452725099513245053,1492334.0,149233.4
-4993247593826310395,1597920.0,159792.0
-5224831148967546710,815550.0,81555.0
-6045089931527973965,0.0,0.0
-6167329760716277882,881001.0,88100.1
-8752587658148828352,1025108.0,102510.8
-4787618688819034253,932302.0,93230.2
-5192960195578997613,1031551.0,103155.1
-7530336731373681263,1164602.0,116460.2
-7775949283601543329,1375902.0,137590.2
-4149178072710920820,1553211.0,155321.1
2672857289384511142,1630430.0,163043.0
2289124519065490899,2375038.0,237503.8
-5615118185772576991,1028488.0,102848.8
-8424292045826561564,1632871.0,163287.1
4341540107419792063,1924172.0,192417.2
-6757440955540432903,1355412.0,135541.2
-6516722308542773696,1501114.0,150111.4
648147169656255252,2127487.0,212748.7
4803819799940145639,1228617.0,122861.7
-6205081835454729562,1405193.0,140519.3
-4272248965145221775,0.0,0.0
-2247129022379723347,512712.0,51271.2
356133767152756856,1020714.0,102071.4
-6219952541617447420,2650338.0,265033.8
8036800775902400782,8840191.0,884019.1
-5307746122148450838,974540.0,97454.0
-5781638884493541869,816185.0,81618.5
-1274159911315730556,2772480.0,277248.0
-9177535519808042164,616401.0,61640.1
-2753647786516946021,780718.0,78071.8
3107717474971882795,2200257.0,220025.7
-5905067507489268067,1817500.0,181750.0
2959716335057720344,6436398.0,643639.8
4081528164106311393,1944895.0,194489.5
3842034895248545549,2010964.0,201096.4
5315931301260974822,2151541.0,215154.1
-3613443836237410223,1541864.0,154186.4
-3352622980048663841,0.0,0.0
-179976962212255291,837673.0,83767.3
,0.0,0.0
2552612037750700427,989334.0,98933.4
5665839502810618258,1620071.0,162007.1
-2107426430494053580,1104615.0,110461.5
-5680614678128519497,1524985.0,152498.5
-5718654745458175542,1352094.0,135209.4
-8621701989644709217,1689800.0,168980.0
-1858193943259457579,1076297.0,107629.7
5462214372701017428,885286.0,88528.6
3703577257143764626,714563.0,71456.3
-6475311280052809018,564051.0,56405.1
-8766846090312676043,768674.0,76867.4
8508351339571844781,852580.0,85258.0
-380929383664051744,0.0,0.0
1375175269225775166,0.0,0.0
-6758594363826256746,1532088.0,153208.8
-8403020147500270994,1588899.0,158889.9
9031679500741893025,407845.0,40784.5
2428984226075496983,2138297.0,213829.7
-7838770341183621376,989990.0,98999.0
-7928716354480470871,474464.0,47446.4
-5658119012856184962,587873.0,58787.3
3380730821969995876,0.0,0.0
-1362674433154631604,0.0,0.0
2742658484640213071,2646873.0,264687.3
-3620237826408696528,2689883.0,268988.3
-3811984662706847385,1281732.0,128173.2
-5221823994465978751,738789.0,73878.9
-6713745771304840919,1388489.0,138848.9
-545361352375008405,2191012.0,219101.2
-8740186446845717632,3577986.0,357798.6
-9057314012822597374,3427499.0,342749.9
8180019852888647390,1938997.0,193899.7
-6591916471777271966,1287013.0,128701.3
1488829004490214024,2208025.0,220802.5
698487403475641940,1207127.0,120712.7
-7071335961479057422,611160.0,61116.0
-8471485695706250138,1687847.0,168784.7
4583340841937387811,1253877.0,125387.7
-3683796586460078508,1442109.0,144210.9
196372043091297264,0.0,0.0
1954433408389113521,0.0,0.0
-8197971422740960383,1058735.0,105873.5
-3187128781939332247,1411865.0,141186.5
7277856913925115056,0.0,0.0
5897108402603874754,953042.0,95304.2
1292488935073305142,0.0,0.0
-8253991991643802003,574669.0,57466.9
-552212436288147585,484475.0,48447.5
1279729098957539530,2367785.0,236778.5
-6550399587193208573,538943.0,53894.3
-9013088906967793404,0.0,0.0
-850235719989509384,668484.0,66848.4
-6507729023879643683,726404.0,72640.4
6137641773729130237,3230107.0,323010.7
5910605312132033439,1888523.0,188852.3
2.7034393958039624e+18,0.0,0.0
3619035007599028969,2794052.0,279405.2
4760962771167639654,8361085.0,836108.5
635379847879258138,3083339.0,308333.9
-3070270702532260696,990985.0,99098.5
-5831378626904291740,0.0,0.0
-8296231402501650527,0.0,0.0
2083722450350973479,0.0,0.0
3242070115354683110,2631831.0,263183.1
6056260255608493049,1002720.0,100272.0
2206937075310486395,0.0,0.0
-2470176653926712708,2156395.0,215639.5
-8556601097863565294,3400216.0,340021.6
8481298506549782804,3782133.0,378213.3
43987453210042638,1675157.0,167515.7
-4575441758872061279,3914918.0,391491.8
-109540997239115315,3033257.0,303325.7
7036433380926828348,0.0,0.0
5475371543612159219,0.0,0.0
7806142919235810837,3076746.0,307674.6
-997900513105213821,2155338.0,215533.8
9106937634505754804,1525967.0,152596.7
1415399725633680986,1752297.0,175229.7
-8661366403002173827,2992658.0,299265.8
-8197523881336512236,1008524.0,100852.4
3478791008486960197,1276535.0,127653.5
-3983082094509801376,977633.0,97763.3
2196793764254380522,1890899.0,189089.9
-6118129763457088787,1429324.0,142932.4
-3544528338569498233,1449152.0,144915.2
-1933608091700130934,2154663.0,215466.3
2774716688592694742,1422615.0,142261.5
4967225333439532530,1880229.0,188022.9
8638281050817820493,651897.0,65189.7
-5148892135035125372,879216.0,87921.6
-4217592253661040442,1301877.0,130187.7
179200224046261671,692677.0,69267.7
5701812510763826282,916045.0,91604.5
-2994914545332107587,1580043.0,158004.3
